*Frequency ;VOUTLOWPOWER-abs;
3.780764104;1.77E-07;
3.828049288;1.77E-07;
3.875925858;1.77E-07;
3.92440121;1.76E-07;
3.973482832;1.76E-07;
4.023178308;1.76E-07;
4.073495313;1.76E-07;
4.124441623;1.76E-07;
4.176025106;1.75E-07;
4.228253733;1.75E-07;
4.281135572;1.75E-07;
4.334678793;1.75E-07;
4.388891666;1.75E-07;
4.443782569;1.74E-07;
4.499359979;1.74E-07;
4.555632484;1.74E-07;
4.612608777;1.74E-07;
4.67029766;1.74E-07;
4.728708045;1.73E-07;
4.787848956;1.73E-07;
4.847729529;1.73E-07;
4.908359015;1.73E-07;
4.969746781;1.73E-07;
5.031902311;1.73E-07;
5.094835205;1.72E-07;
5.158555188;1.72E-07;
5.223072103;1.72E-07;
5.288395916;1.72E-07;
5.35453672;1.72E-07;
5.421504732;1.71E-07;
5.489310299;1.71E-07;
5.557963894;1.71E-07;
5.627476126;1.71E-07;
5.697857731;1.71E-07;
5.769119584;1.71E-07;
5.841272693;1.71E-07;
5.914328205;1.70E-07;
5.988297406;1.70E-07;
6.063191724;1.70E-07;
6.139022728;1.70E-07;
6.215802135;1.70E-07;
6.293541804;1.70E-07;
6.372253746;1.69E-07;
6.451950121;1.69E-07;
6.532643242;1.69E-07;
6.614345573;1.69E-07;
6.697069737;1.69E-07;
6.780828515;1.69E-07;
6.865634845;1.69E-07;
6.951501829;1.69E-07;
7.038442732;1.68E-07;
7.126470987;1.68E-07;
7.215600191;1.68E-07;
7.305844114;1.68E-07;
7.397216699;1.68E-07;
7.48973206;1.68E-07;
7.583404491;1.68E-07;
7.678248462;1.68E-07;
7.774278626;1.67E-07;
7.871509817;1.67E-07;
7.969957058;1.67E-07;
8.069635557;1.67E-07;
8.170560713;1.67E-07;
8.272748118;1.67E-07;
8.376213558;1.67E-07;
8.480973018;1.67E-07;
8.587042681;1.66E-07;
8.694438934;1.66E-07;
8.803178368;1.66E-07;
8.913277782;1.66E-07;
9.024754186;1.66E-07;
9.1376248;1.66E-07;
9.251907063;1.66E-07;
9.367618628;1.66E-07;
9.484777373;1.66E-07;
9.603401396;1.66E-07;
9.723509024;1.65E-07;
9.845118811;1.65E-07;
9.968249546;1.65E-07;
10.09292025;1.65E-07;
10.21915018;1.65E-07;
10.34695884;1.65E-07;
10.47636598;1.65E-07;
10.60739158;1.65E-07;
10.7400559;1.65E-07;
10.87437941;1.65E-07;
11.01038288;1.65E-07;
11.14808732;1.64E-07;
11.28751399;1.64E-07;
11.42868445;1.64E-07;
11.57162049;1.64E-07;
11.7163442;1.64E-07;
11.86287794;1.64E-07;
12.01124434;1.64E-07;
12.16146633;1.64E-07;
12.31356711;1.64E-07;
12.46757019;1.64E-07;
12.62349934;1.64E-07;
12.78137867;1.64E-07;
12.94123256;1.64E-07;
13.10308571;1.63E-07;
13.26696312;1.63E-07;
13.43289011;1.63E-07;
13.60089231;1.63E-07;
13.77099567;1.63E-07;
13.94322649;1.63E-07;
14.11761135;1.63E-07;
14.29417721;1.63E-07;
14.47295134;1.63E-07;
14.65396135;1.63E-07;
14.83723522;1.63E-07;
15.02280126;1.63E-07;
15.21068813;1.63E-07;
15.40092486;1.63E-07;
15.59354084;1.63E-07;
15.78856582;1.62E-07;
15.98602994;1.62E-07;
16.1859637;1.62E-07;
16.38839798;1.62E-07;
16.59336407;1.62E-07;
16.80089362;1.62E-07;
17.0110187;1.62E-07;
17.22377177;1.62E-07;
17.43918569;1.62E-07;
17.65729375;1.62E-07;
17.87812963;1.62E-07;
18.10172747;1.62E-07;
18.32812179;1.62E-07;
18.55734757;1.62E-07;
18.78944024;1.62E-07;
19.02443563;1.62E-07;
19.26237006;1.62E-07;
19.50328028;1.62E-07;
19.74720352;1.62E-07;
19.99417745;1.61E-07;
20.24424022;1.61E-07;
20.49743048;1.61E-07;
20.75378733;1.61E-07;
21.01335038;1.61E-07;
21.27615973;1.61E-07;
21.54225598;1.61E-07;
21.81168023;1.61E-07;
22.08447412;1.61E-07;
22.36067977;1.61E-07;
22.64033988;1.61E-07;
22.92349762;1.61E-07;
23.21019676;1.61E-07;
23.50048159;1.61E-07;
23.79439694;1.61E-07;
24.09198822;1.61E-07;
24.39330142;1.61E-07;
24.69838307;1.61E-07;
25.00728031;1.61E-07;
25.32004086;1.61E-07;
25.63671304;1.61E-07;
25.95734577;1.61E-07;
26.28198858;1.61E-07;
26.61069163;1.61E-07;
26.94350569;1.60E-07;
27.28048219;1.60E-07;
27.62167318;1.60E-07;
27.96713136;1.60E-07;
28.31691012;1.60E-07;
28.67106348;1.60E-07;
29.02964616;1.60E-07;
29.39271356;1.60E-07;
29.76032176;1.60E-07;
30.13252755;1.60E-07;
30.50938845;1.60E-07;
30.89096265;1.60E-07;
31.27730912;1.60E-07;
31.66848755;1.60E-07;
32.06455835;1.60E-07;
32.46558272;1.60E-07;
32.87162262;1.60E-07;
33.28274077;1.60E-07;
33.69900069;1.60E-07;
34.12046667;1.60E-07;
34.54720384;1.60E-07;
34.97927811;1.60E-07;
35.41675625;1.60E-07;
35.85970582;1.60E-07;
36.30819527;1.60E-07;
36.76229388;1.60E-07;
37.2220718;1.60E-07;
37.68760006;1.60E-07;
38.15895058;1.60E-07;
38.63619618;1.60E-07;
39.11941058;1.60E-07;
39.60866844;1.60E-07;
40.10404534;1.60E-07;
40.60561781;1.60E-07;
41.11346333;1.60E-07;
41.62766037;1.59E-07;
42.14828836;1.59E-07;
42.67542772;1.59E-07;
43.20915991;1.59E-07;
43.74956736;1.59E-07;
44.29673357;1.59E-07;
44.85074307;1.59E-07;
45.41168144;1.59E-07;
45.97963535;1.59E-07;
46.55469253;1.59E-07;
47.13694182;1.59E-07;
47.72647318;1.59E-07;
48.32337768;1.59E-07;
48.92774753;1.59E-07;
49.5396761;1.59E-07;
50.15925792;1.59E-07;
50.78658872;1.59E-07;
51.42176541;1.59E-07;
52.06488611;1.59E-07;
52.71605019;1.59E-07;
53.37535822;1.59E-07;
54.04291208;1.59E-07;
54.71881489;1.59E-07;
55.40317107;1.59E-07;
56.09608633;1.59E-07;
56.79766774;1.59E-07;
57.50802367;1.59E-07;
58.22726387;1.59E-07;
58.95549944;1.59E-07;
59.6928429;1.59E-07;
60.43940815;1.59E-07;
61.19531052;1.59E-07;
61.9606668;1.59E-07;
62.73559523;1.59E-07;
63.52021551;1.59E-07;
64.31464887;1.59E-07;
65.11901803;1.59E-07;
65.93344725;1.59E-07;
66.75806237;1.59E-07;
67.59299076;1.59E-07;
68.43836142;1.59E-07;
69.29430495;1.59E-07;
70.16095357;1.59E-07;
71.03844117;1.59E-07;
71.92690332;1.59E-07;
72.82647727;1.59E-07;
73.737302;1.59E-07;
74.65951821;1.59E-07;
75.59326837;1.59E-07;
76.53869674;1.59E-07;
77.49594938;1.59E-07;
78.46517416;1.59E-07;
79.44652083;1.59E-07;
80.44014098;1.59E-07;
81.44618812;1.59E-07;
82.46481767;1.59E-07;
83.49618699;1.59E-07;
84.54045543;1.59E-07;
85.5977843;1.59E-07;
86.66833695;1.59E-07;
87.75227877;1.59E-07;
88.84977721;1.59E-07;
89.96100182;1.59E-07;
91.08612427;1.59E-07;
92.22531838;1.59E-07;
93.37876014;1.59E-07;
94.54662774;1.59E-07;
95.72910161;1.59E-07;
96.92636441;1.59E-07;
98.13860112;1.59E-07;
99.36599901;1.58E-07;
100.6087477;1.58E-07;
101.8670392;1.58E-07;
103.1410678;1.58E-07;
104.4310304;1.58E-07;
105.7371263;1.58E-07;
107.0595573;1.58E-07;
108.3985276;1.58E-07;
109.7542442;1.58E-07;
111.1269163;1.58E-07;
112.5167562;1.58E-07;
113.9239785;1.58E-07;
115.3488007;1.58E-07;
116.7914427;1.58E-07;
118.2521276;1.58E-07;
119.7310809;1.58E-07;
121.2285312;1.58E-07;
122.7447098;1.58E-07;
124.2798508;1.58E-07;
125.8341916;1.58E-07;
127.4079721;1.58E-07;
129.0014356;1.58E-07;
130.6148282;1.58E-07;
132.2483991;1.58E-07;
133.9024007;1.58E-07;
135.5770886;1.58E-07;
137.2727214;1.58E-07;
138.9895611;1.58E-07;
140.7278729;1.58E-07;
142.4879255;1.58E-07;
144.2699906;1.58E-07;
146.0743436;1.58E-07;
147.9012633;1.58E-07;
149.7510318;1.58E-07;
151.623935;1.58E-07;
153.5202622;1.58E-07;
155.4403063;1.58E-07;
157.3843641;1.58E-07;
159.3527357;1.58E-07;
161.3457253;1.58E-07;
163.3636407;1.58E-07;
165.4067938;1.58E-07;
167.4755002;1.58E-07;
169.5700794;1.58E-07;
171.6908551;1.58E-07;
173.8381548;1.58E-07;
176.0123104;1.58E-07;
178.2136576;1.58E-07;
180.4425366;1.58E-07;
182.6992917;1.58E-07;
184.9842715;1.58E-07;
187.2978291;1.58E-07;
189.6403218;1.58E-07;
192.0121116;1.58E-07;
194.4135648;1.58E-07;
196.8450525;1.58E-07;
199.3069502;1.58E-07;
201.7996384;1.58E-07;
204.3235021;1.58E-07;
206.8789311;1.58E-07;
209.4663204;1.58E-07;
212.0860696;1.58E-07;
214.7385834;1.58E-07;
217.4242716;1.58E-07;
220.1435491;1.59E-07;
222.896836;1.59E-07;
225.6845577;1.59E-07;
228.5071448;1.59E-07;
231.3650333;1.59E-07;
234.2586649;1.59E-07;
237.1884865;1.59E-07;
240.1549507;1.59E-07;
243.1585158;1.59E-07;
246.1996458;1.59E-07;
249.2788106;1.59E-07;
252.3964858;1.59E-07;
255.5531531;1.59E-07;
258.7493002;1.59E-07;
261.9854207;1.59E-07;
265.2620147;1.59E-07;
268.5795884;1.59E-07;
271.9386542;1.59E-07;
275.3397311;1.59E-07;
278.7833445;1.59E-07;
282.2700264;1.59E-07;
285.8003155;1.59E-07;
289.3747572;1.59E-07;
292.9939036;1.59E-07;
296.6583139;1.59E-07;
300.3685541;1.59E-07;
304.1251975;1.59E-07;
307.9288244;1.59E-07;
311.7800225;1.59E-07;
315.6793866;1.59E-07;
319.6275192;1.59E-07;
323.6250302;1.59E-07;
327.6725373;1.59E-07;
331.7706656;1.59E-07;
335.9200483;1.59E-07;
340.1213264;1.59E-07;
344.375149;1.59E-07;
348.6821732;1.59E-07;
353.0430644;1.59E-07;
357.4584963;1.59E-07;
361.929151;1.59E-07;
366.4557193;1.59E-07;
371.0389003;1.59E-07;
375.6794022;1.59E-07;
380.3779418;1.59E-07;
385.135245;1.59E-07;
389.9520467;1.59E-07;
394.8290912;1.59E-07;
399.7671317;1.59E-07;
404.7669313;1.59E-07;
409.8292622;1.59E-07;
414.9549066;1.59E-07;
420.1446563;1.59E-07;
425.399313;1.59E-07;
430.7196886;1.59E-07;
436.106605;1.60E-07;
441.5608943;1.60E-07;
447.0833992;1.60E-07;
452.6749729;1.60E-07;
458.3364792;1.60E-07;
464.0687926;1.60E-07;
469.8727989;1.60E-07;
475.7493946;1.60E-07;
481.6994876;1.60E-07;
487.723997;1.60E-07;
493.8238537;1.60E-07;
500;1.60E-07;
506.25339;1.60E-07;
512.5849897;1.60E-07;
518.9957774;1.60E-07;
525.4867433;1.60E-07;
532.0588904;1.60E-07;
538.7132338;1.60E-07;
545.4508017;1.60E-07;
552.2726348;1.60E-07;
559.1797871;1.60E-07;
566.1733257;1.60E-07;
573.2543308;1.60E-07;
580.4238966;1.60E-07;
587.6831305;1.60E-07;
595.0331541;1.60E-07;
602.4751028;1.60E-07;
610.0101263;1.60E-07;
617.6393887;1.60E-07;
625.3640686;1.60E-07;
633.1853594;1.60E-07;
641.1044694;1.60E-07;
649.1226219;1.60E-07;
657.2410556;1.60E-07;
665.4610249;1.60E-07;
673.7837995;1.60E-07;
682.2106652;1.60E-07;
690.7429238;1.60E-07;
699.3818935;1.60E-07;
708.128909;1.60E-07;
716.9853214;1.60E-07;
725.952499;1.60E-07;
735.0318272;1.60E-07;
744.2247085;1.60E-07;
753.5325631;1.60E-07;
762.956829;1.60E-07;
772.4989622;1.60E-07;
782.1604367;1.59E-07;
791.9427451;1.59E-07;
801.8473988;1.59E-07;
811.8759277;1.59E-07;
822.0298813;1.59E-07;
832.3108281;1.59E-07;
842.7203564;1.59E-07;
853.2600745;1.59E-07;
863.9316104;1.59E-07;
874.736613;1.58E-07;
885.6767513;1.58E-07;
896.7537155;1.58E-07;
907.9692168;1.58E-07;
919.324988;1.58E-07;
930.8227833;1.57E-07;
942.464379;1.57E-07;
954.2515736;1.57E-07;
966.186188;1.57E-07;
978.270066;1.56E-07;
990.5050745;1.56E-07;
1002.893103;1.56E-07;
1015.436067;1.55E-07;
1028.135902;1.55E-07;
1040.994572;1.55E-07;
1054.014062;1.54E-07;
1067.196384;1.54E-07;
1080.543574;1.53E-07;
1094.057695;1.53E-07;
1107.740833;1.52E-07;
1121.595104;1.52E-07;
1135.622647;1.51E-07;
1149.82563;1.51E-07;
1164.206246;1.50E-07;
1178.766717;1.50E-07;
1193.509293;1.49E-07;
1208.436251;1.48E-07;
1223.549897;1.48E-07;
1238.852567;1.47E-07;
1254.346623;1.46E-07;
1270.03446;1.46E-07;
1285.918502;1.45E-07;
1302.001202;1.44E-07;
1318.285044;1.43E-07;
1334.772545;1.43E-07;
1351.466251;1.42E-07;
1368.368742;1.41E-07;
1385.482629;1.40E-07;
1402.810555;1.39E-07;
1420.355198;1.38E-07;
1438.119268;1.37E-07;
1456.105509;1.36E-07;
1474.316701;1.35E-07;
1492.755655;1.34E-07;
1511.425221;1.33E-07;
1530.328284;1.32E-07;
1549.467763;1.31E-07;
1568.846615;1.30E-07;
1588.467835;1.28E-07;
1608.334452;1.27E-07;
1628.449537;1.26E-07;
1648.816197;1.25E-07;
1669.437579;1.24E-07;
1690.316867;1.22E-07;
1711.457288;1.21E-07;
1732.862108;1.20E-07;
1754.534633;1.19E-07;
1776.478211;1.17E-07;
1798.696233;1.16E-07;
1821.192131;1.15E-07;
1843.969381;1.14E-07;
1867.0315;1.12E-07;
1890.382052;1.11E-07;
1914.024644;1.10E-07;
1937.962929;1.08E-07;
1962.200605;1.07E-07;
1986.741416;1.06E-07;
2011.589154;1.05E-07;
2036.747657;1.03E-07;
2062.220811;1.02E-07;
2088.012553;1.01E-07;
2114.126867;9.93E-08;
2140.567786;9.80E-08;
2167.339396;9.68E-08;
2194.445833;9.55E-08;
2221.891284;9.42E-08;
2249.67999;9.29E-08;
2277.816242;9.17E-08;
2306.304389;9.04E-08;
2335.14883;8.92E-08;
2364.354023;8.80E-08;
2393.924478;8.68E-08;
2423.864765;8.56E-08;
2454.179508;8.44E-08;
2484.873391;8.32E-08;
2515.951155;8.20E-08;
2547.417603;8.09E-08;
2579.277594;7.97E-08;
2611.536051;7.86E-08;
2644.197958;7.74E-08;
2677.26836;7.63E-08;
2710.752366;7.52E-08;
2744.655149;7.42E-08;
2778.981947;7.31E-08;
2813.738063;7.20E-08;
2848.928866;7.10E-08;
2884.559792;7.00E-08;
2920.636346;6.90E-08;
2957.164102;6.80E-08;
2994.148703;6.70E-08;
3031.595862;6.60E-08;
3069.511364;6.51E-08;
3107.901067;6.41E-08;
3146.770902;6.32E-08;
3186.126873;6.23E-08;
3225.975061;6.14E-08;
3266.321621;6.05E-08;
3307.172787;5.96E-08;
3348.534869;5.88E-08;
3390.414257;5.79E-08;
3432.817422;5.71E-08;
3475.750914;5.63E-08;
3519.221366;5.55E-08;
3563.235493;5.47E-08;
3607.800095;5.39E-08;
3652.922057;5.31E-08;
3698.608349;5.24E-08;
3744.86603;5.16E-08;
3791.702245;5.09E-08;
3839.124231;5.02E-08;
3887.139313;4.95E-08;
3935.754909;4.88E-08;
3984.978529;4.81E-08;
4034.817779;4.74E-08;
4085.280357;4.67E-08;
4136.374059;4.61E-08;
4188.106779;4.54E-08;
4240.486509;4.48E-08;
4293.52134;4.42E-08;
4347.219467;4.36E-08;
4401.589184;4.30E-08;
4456.638891;4.24E-08;
4512.377093;4.18E-08;
4568.8124;4.12E-08;
4625.953531;4.07E-08;
4683.809314;4.01E-08;
4742.388686;3.96E-08;
4801.700698;3.90E-08;
4861.754512;3.85E-08;
4922.559406;3.80E-08;
4984.124773;3.75E-08;
5046.460125;3.70E-08;
5109.575091;3.65E-08;
5173.479422;3.60E-08;
5238.18299;3.55E-08;
5303.695792;3.51E-08;
5370.027948;3.46E-08;
5437.189706;3.41E-08;
5505.191441;3.37E-08;
5574.043659;3.33E-08;
5643.756996;3.28E-08;
5714.342223;3.24E-08;
5785.810244;3.20E-08;
5858.172099;3.16E-08;
5931.438968;3.12E-08;
6005.62217;3.08E-08;
6080.733165;3.04E-08;
6156.783556;3.00E-08;
6233.785093;2.96E-08;
6311.749671;2.92E-08;
6390.689335;2.89E-08;
6470.616281;2.85E-08;
6551.542854;2.82E-08;
6633.481559;2.78E-08;
6716.445053;2.75E-08;
6800.446153;2.71E-08;
6885.497837;2.68E-08;
6971.613243;2.65E-08;
7058.805675;2.61E-08;
7147.088604;2.58E-08;
7236.475669;2.55E-08;
7326.980677;2.52E-08;
7418.617612;2.49E-08;
7511.40063;2.46E-08;
7605.344064;2.43E-08;
7700.462429;2.40E-08;
7796.770418;2.37E-08;
7894.282909;2.34E-08;
7993.014968;2.32E-08;
8092.981848;2.29E-08;
8194.19899;2.26E-08;
8296.682034;2.24E-08;
8400.44681;2.21E-08;
8505.50935;2.18E-08;
8611.885883;2.16E-08;
8719.592845;2.14E-08;
8828.646873;2.11E-08;
8939.064817;2.09E-08;
9050.863733;2.06E-08;
9164.060894;2.04E-08;
9278.673787;2.02E-08;
9394.720118;1.99E-08;
9512.217815;1.97E-08;
9631.18503;1.95E-08;
9751.640141;1.93E-08;
9873.601758;1.91E-08;
9997.088723;1.89E-08;
10122.12011;1.87E-08;
10248.71524;1.85E-08;
10376.89367;1.83E-08;
10506.67519;1.81E-08;
10638.07987;1.79E-08;
10771.12799;1.77E-08;
10905.84012;1.75E-08;
11042.23706;1.73E-08;
11180.33989;1.71E-08;
11320.16994;1.70E-08;
11461.74881;1.68E-08;
11605.09838;1.66E-08;
11750.24079;1.64E-08;
11897.19847;1.63E-08;
12045.99411;1.61E-08;
12196.65071;1.60E-08;
12349.19154;1.58E-08;
12503.64016;1.56E-08;
12660.02043;1.55E-08;
12818.35652;1.53E-08;
12978.67289;1.52E-08;
13140.99429;1.50E-08;
13305.34581;1.49E-08;
13471.75285;1.48E-08;
13640.24109;1.46E-08;
13810.83659;1.45E-08;
13983.56568;1.43E-08;
14158.45506;1.42E-08;
14335.53174;1.41E-08;
14514.82308;1.39E-08;
14696.35678;1.38E-08;
14880.16088;1.37E-08;
15066.26378;1.36E-08;
15254.69422;1.35E-08;
15445.48133;1.33E-08;
15638.65456;1.32E-08;
15834.24377;1.31E-08;
16032.27917;1.30E-08;
16232.79136;1.29E-08;
16435.81131;1.28E-08;
16641.37039;1.27E-08;
16849.50034;1.26E-08;
17060.23334;1.25E-08;
17273.60192;1.24E-08;
17489.63906;1.23E-08;
17708.37812;1.22E-08;
17929.85291;1.21E-08;
18154.09764;1.20E-08;
18381.14694;1.19E-08;
18611.0359;1.18E-08;
18843.80003;1.17E-08;
19079.47529;1.16E-08;
19318.09809;1.15E-08;
19559.70529;1.14E-08;
19804.33422;1.14E-08;
20052.02267;1.13E-08;
20302.8089;1.12E-08;
20556.73167;1.11E-08;
20813.83019;1.10E-08;
21074.14418;1.10E-08;
21337.71386;1.09E-08;
21604.57995;1.08E-08;
21874.78368;1.07E-08;
22148.36679;1.07E-08;
22425.37153;1.06E-08;
22705.84072;1.05E-08;
22989.81767;1.05E-08;
23277.34626;1.04E-08;
23568.47091;1.03E-08;
23863.23659;1.03E-08;
24161.68884;1.02E-08;
24463.87376;1.01E-08;
24769.83805;1.01E-08;
25079.62896;1.00E-08;
25393.29436;9.97E-09;
25710.88271;9.91E-09;
26032.44306;9.86E-09;
26358.02509;9.80E-09;
26687.67911;9.75E-09;
27021.45604;9.70E-09;
27359.40745;9.65E-09;
27701.58553;9.60E-09;
28048.04317;9.55E-09;
28398.83387;9.50E-09;
28754.01184;9.45E-09;
29113.63193;9.41E-09;
29477.74972;9.36E-09;
29846.42145;9.32E-09;
30219.70407;9.27E-09;
30597.65526;9.23E-09;
30980.3334;9.19E-09;
31367.79761;9.15E-09;
31760.10776;9.11E-09;
32157.32443;9.07E-09;
32559.50901;9.03E-09;
32966.72363;8.99E-09;
33379.03118;8.95E-09;
33796.49538;8.92E-09;
34219.18071;8.88E-09;
34647.15247;8.85E-09;
35080.47678;8.81E-09;
35519.22059;8.78E-09;
35963.45166;8.75E-09;
36413.23864;8.71E-09;
36868.651;8.68E-09;
37329.7591;8.65E-09;
37796.63419;8.62E-09;
38269.34837;8.59E-09;
38747.97469;8.56E-09;
39232.58708;8.54E-09;
39723.26041;8.51E-09;
40220.07049;8.48E-09;
40723.09406;8.46E-09;
41232.40883;8.43E-09;
41748.0935;8.40E-09;
42270.22771;8.38E-09;
42798.89215;8.36E-09;
43334.16848;8.33E-09;
43876.13938;8.31E-09;
44424.8886;8.29E-09;
44980.50091;8.26E-09;
45543.06213;8.24E-09;
46112.65919;8.22E-09;
46689.38007;8.20E-09;
47273.31387;8.18E-09;
47864.5508;8.16E-09;
48463.18221;8.14E-09;
49069.30056;8.12E-09;
49682.9995;8.10E-09;
50304.37384;8.09E-09;
50933.51958;8.07E-09;
51570.5339;8.05E-09;
52215.51521;8.03E-09;
52868.56317;8.02E-09;
53529.77866;8.00E-09;
54199.26382;7.98E-09;
54877.12208;7.97E-09;
55563.45817;7.95E-09;
56258.37811;7.94E-09;
56961.98927;7.92E-09;
57674.40033;7.91E-09;
58395.72136;7.90E-09;
59126.0638;7.88E-09;
59865.54047;7.87E-09;
60614.26561;7.86E-09;
61372.35489;7.84E-09;
62139.92542;7.83E-09;
62917.09579;7.82E-09;
63703.98607;7.81E-09;
64500.7178;7.80E-09;
65307.41408;7.79E-09;
66124.19954;7.77E-09;
66951.20035;7.76E-09;
67788.54428;7.75E-09;
68636.36068;7.74E-09;
69494.78054;7.73E-09;
70363.93646;7.72E-09;
71243.96273;7.71E-09;
72134.9953;7.70E-09;
73037.17181;7.69E-09;
73950.63164;7.69E-09;
74875.51592;7.68E-09;
75811.96751;7.67E-09;
76760.13111;7.66E-09;
77720.15317;7.65E-09;
78692.18203;7.64E-09;
79676.36783;7.64E-09;
80672.86263;7.63E-09;
81681.82036;7.62E-09;
82703.39692;7.61E-09;
83737.7501;7.61E-09;
84785.03971;7.60E-09;
85845.42754;7.59E-09;
86919.07741;7.59E-09;
88006.15519;7.58E-09;
89106.8288;7.57E-09;
90221.2683;7.57E-09;
91349.64585;7.56E-09;
92492.13576;7.56E-09;
93648.91455;7.55E-09;
94820.16091;7.54E-09;
96006.0558;7.54E-09;
97206.78241;7.53E-09;
98422.52624;7.53E-09;
99653.47512;7.52E-09;
100899.8192;7.52E-09;
102161.751;7.51E-09;
103439.4656;7.51E-09;
104733.1602;7.50E-09;
106043.0348;7.50E-09;
107369.2917;7.49E-09;
108712.1358;7.49E-09;
110071.7745;7.49E-09;
111448.418;7.48E-09;
112842.2788;7.48E-09;
114253.5724;7.47E-09;
115682.5167;7.47E-09;
117129.3325;7.47E-09;
118594.2432;7.46E-09;
120077.4753;7.46E-09;
121579.2579;7.46E-09;
123099.8229;7.45E-09;
124639.4053;7.45E-09;
126198.2429;7.44E-09;
127776.5766;7.44E-09;
129374.6501;7.44E-09;
130992.7104;7.44E-09;
132631.0074;7.43E-09;
134289.7942;7.43E-09;
135969.3271;7.43E-09;
137669.8655;7.42E-09;
139391.6723;7.42E-09;
141135.0132;7.42E-09;
142900.1578;7.41E-09;
144687.3786;7.41E-09;
146496.9518;7.41E-09;
148329.1569;7.41E-09;
150184.2771;7.40E-09;
152062.5988;7.40E-09;
153964.4122;7.40E-09;
155890.0112;7.40E-09;
157839.6933;7.40E-09;
159813.7596;7.39E-09;
161812.5151;7.39E-09;
163836.2686;7.39E-09;
165885.3328;7.39E-09;
167960.0241;7.38E-09;
170060.6632;7.38E-09;
172187.5745;7.38E-09;
174341.0866;7.38E-09;
176521.5322;7.38E-09;
178729.2481;7.37E-09;
180964.5755;7.37E-09;
183227.8596;7.37E-09;
185519.4502;7.37E-09;
187839.7011;7.37E-09;
190188.9709;7.37E-09;
192567.6225;7.36E-09;
194976.0234;7.36E-09;
197414.5456;7.36E-09;
199883.5659;7.36E-09;
202383.4656;7.36E-09;
204914.6311;7.36E-09;
207477.4533;7.35E-09;
210072.3281;7.35E-09;
212699.6565;7.35E-09;
215359.8443;7.35E-09;
218053.3025;7.35E-09;
220780.4471;7.35E-09;
223541.6996;7.34E-09;
226337.4865;7.34E-09;
229168.2396;7.34E-09;
232034.3963;7.34E-09;
234936.3995;7.34E-09;
237874.6973;7.34E-09;
240849.7438;7.34E-09;
